"code","name","portfolio_lvr","standard_lvr","single_lvr"
"MYS","MYS MYSTATE LIMITED 45% 40% 35%","45","40","35"
"NAB","NAB NATIONAL AUSTRALIA BANK LIMITED 80% 75% 70%","80","75","70"
"NABPF","NABPF NATIONAL AUSTRALIA BANK LIMITED 80% 75% 70%","80","75","70"
"NABPI","NABPI NATIONAL AUSTRALIA BANK LIMITED 80% 75% 70%","80","75","70"
"NABPJ","NABPJ NATIONAL AUSTRALIA BANK LIMITED 80% 75% 70%","80","75","70"
"NAN","NAN NANOSONICS LIMITED 50% 45% 40%","50","45","40"
"NCK","NCK NICK SCALI LIMITED 55% 50% 45%","55","50","45"
"NCM","NCM NEWCREST MINING LIMITED 75% 70% 65%","75","70","65"
"NDIA","NDIA GLOBAL X INDIA NIFTY 50 ETF 70% 65% 60%","70","65","60"
"NDQ","NDQ BETASHARES NASDAQ 100 ETF 80% 75% 70%","80","75","70"
"NEC","NEC NINE ENTERTAINMENT CO. HOLDINGS LIMITED 65% 60% 55%","65","60","55"
"NGI","NGI NAVIGATOR GLOBAL INVESTMENTS LIMITED 45% 40% 35%","45","40","35"
"NHC","NHC NEW HOPE CORPORATION LIMITED 50% 45% 40%","50","45","40"
"NHF","NHF NIB HOLDINGS LIMITED 70% 65% 60%","70","65","60"
"NIC","NIC NICKEL INDUSTRIES LIMITED 40% 0% 0%","40","0","0"
"NSR","NSR NATIONAL STORAGE REIT 50% 45% 40%","50","45","40"
"NST","NST NORTHERN STAR RESOURCES LTD 70% 65% 60%","70","65","60"
"NUF","NUF NUFARM LIMITED 65% 60% 55%","65","60","55"
"NWH","NWH NRW HOLDINGS LIMITED 45% 40% 35%","45","40","35"
"NWL","NWL NETWEALTH GROUP LIMITED 55% 50% 45%","55","50","45"
"NWS","NWS NEWS CORPORATION 65% 60% 55%","65","60","55"
"NXD","NXD NEXTED GROUP LIMITED 40% 0% 0%","40","0","0"
"NXT","NXT NEXTDC LIMITED 60% 55% 50%","60","55","50"
"OBL","OBL OMNI BRIDGEWAY LIMITED 45% 40% 35%","45","40","35"
"OCL","OCL OBJECTIVE CORPORATION LIMITED 40% 0% 0%","40","0","0"
"OFX ","OFX OFX GROUP LIMITED 50% 45% 40%","50","45","40"
"OML","OML OOH!MEDIA LIMITED 40% 35% 30%","40","35","30"
"OOO","OOO BETASHARES CRUDE OIL INDEX ETF-CURRENCY HEDGED (SYNTHETIC)45% 40% 35%","45","40","35"
"OPH","OPH OPHIR HIGH CONVICTION FUND 50% 45% 40%","50","45","40"
"ORA","ORA ORORA LIMITED 70% 65% 60%","70","65","60"
"ORG","ORG ORIGIN ENERGY LIMITED 50% 45% 40%","50","45","40"
"ORI","ORI ORICA LIMITED 70% 65% 60%","70","65","60"
"OZF","OZF SPDR S&P/ASX 200 FINANCIALS EX A-REIT FUND 80% 75% 70%","80","75","70"
"OZR","OZR SPDR S&P/ASX 200 RESOURCES FUND 80% 75% 70%","80","75","70"
"PAI","PAI PLATINUM ASIA INVESTMENTS LIMITED 65% 60% 55%","65","60","55"
"PAXX","PAXX PLATINUM ASIA FUND (QUOTED MANAGED HEDGE FUND) 75% 70% 65%","75","70","65"
"PDN","PDN PALADIN ENERGY LTD 40% 0% 0%","40","0","0"
"PE1","PE1 PENGANA PRIVATE EQUITY TRUST 40% 0% 0%","40","0","0"
"PFP","PFP PROPEL FUNERAL PARTNERS LIMITED 45% 40% 35%","45","40","35"
"PGF","PGF PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED 65% 60% 55%","65","60","55"
"PGH","PGH PACT GROUP HOLDINGS LTD 40% 0% 0%","40","0","0"
"PIA","PIA PENGANA INTERNATIONAL EQUITIES LIMITED 65% 60% 55%","65","60","55"
"PIC","PIC PERPETUAL EQUITY INVESTMENT COMPANY LIMITED 70% 65% 60%","70","65","60"
"PIXX","PIXX PLATINUM INTERNATIONAL FUND (QUOTED MANAGED HEDGE FUND) 75% 70% 65%","75","70","65"
"PL8","PL8 PLATO INCOME MAXIMISER LIMITED 65% 60% 55%","65","60","55"
"PLS","PLS PILBARA MINERALS LIMITED 45% 40% 35%","45","40","35"
"PMC","PMC PLATINUM CAPITAL LIMITED 60% 55% 50%","60","55","50"
"PME","PME PRO MEDICUS LIMITED 45% 40% 35%","45","40","35"
"PMGOLD","PMGOLD PERTH MINT GOLD 75% 70% 65%","75","70","65"
"PMV","PMV PREMIER INVESTMENTS LIMITED 65% 60% 55%","65","60","55"
"PNI","PNI PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED 50% 45% 40%","50","45","40"
"PNV","PNV POLYNOVO LIMITED 40% 0% 0%","40","0","0"
"PPC","PPC PEET LIMITED 40% 0% 0%","40","0","0"
"PPM","PPM PEPPER MONEY LIMITED 40% 0% 0%","40","0","0"
"PPS","PPS PRAEMIUM LIMITED 45% 40% 35%","45","40","35"
"PPT","PPT PERPETUAL LIMITED 65% 60% 55%","65","60","55"
"PRN","PRN PERENTI LIMITED 40% 0% 0%","40","0","0"
"PRU","PRU PERSEUS MINING LIMITED 60% 55% 50%","60","55","50"
"PTM","PTM PLATINUM ASSET MANAGEMENT LIMITED 65% 60% 55%","65","60","55"
"PWH","PWH PWR HOLDINGS LIMITED 60% 55% 50%","60","55","50"
"PXA","PXA PEXA GROUP LIMITED 55% 50% 45%","55","50","45"
"QAN","QAN QANTAS AIRWAYS LIMITED 75% 70% 65%","75","70","65"
"QAU","QAU BETASHARES GOLD BULLION ETF - CURRENCY HEDGED 75% 70% 65%","75","70","65"
"QBE","QBE QBE INSURANCE GROUP LIMITED 75% 70% 65%","75","70","65"
"QFN","QFN BETASHARES AUSTRALIAN FINANCIALS SECTOR ETF 80% 75% 70%","80","75","70"
"QHAL","QHAL VANECK VECTORS MSCI WORLD EX AUSTRALIA QUALITY (HEDGED) ETF 75% 70% 65%","75","70","65"
"QLTY","QLTY BETASHARES GLOBAL QUALITY LEADERS ETF 70% 65% 60%","70","65","60"
"QOZ","QOZ BETASHARES FTSE RAFI AUSTRALIA 200 ETF 80% 75% 70%","80","75","70"
"QPON","QPON BETASHARES AUSTRALIAN BANK SENIOR FLOATING RATE BOND ETF80% 75% 70%","80","75","70"
"QRE","QRE BETASHARES AUSTRALIAN RESOURCES SECTOR ETF 80% 75% 70%","80","75","70"
"QUAL","QUAL VANECK VECTORS MSCI WORLD EX AUSTRALIA QUALITY ETF 75% 70% 65%","75","70","65"
"QUB","QUB QUBE HOLDINGS LIMITED 65% 60% 55%","65","60","55"
"QUS","QUS BETASHARES S&P 500 EQUAL WEIGHT ETF 75% 70% 65%","75","70","65"
"QVE","QVE QV EQUITIES LIMITED 65% 60% 55%","65","60","55"
"RBTZ","RBTZ BETASHARES GLOBAL ROBOTICS AND ARTIFICIAL INTELLIGENCE ETF65% 60% 55%","65","60","55"
"RDV","RDV RUSSELL INVESTMENTS HIGH DIVIDEND AUSTRALIAN SHARES ETF 80% 75% 70%","80","75","70"
"REA","REA REA GROUP LTD 65% 60% 55%","65","60","55"
"REG","REG REGIS HEALTHCARE LIMITED 40% 35% 30%","40","35","30"
"REH","REH REECE LIMITED 60% 55% 50%","60","55","50"
"REIT","REIT VANECK VECTORS FTSE INTERNATIONAL PROPERTY (HEDGED) ETF 60% 55% 50%","60","55","50"
"REP","REP RAM ESSENTIAL SERVICES PROPERTY FUND 45% 40% 35%","45","40","35"
"RF1","RF1 REGAL INVESTMENT FUND 45% 40% 35%","45","40","35"
"RFF","RFF RURAL FUNDS GROUP 55% 50% 45%","55","50","45"
"RG8","RG8 REGAL ASIAN INVESTMENTS LIMITED 50% 45% 40%","50","45","40"
"RGN","RGN REGION GROUP 70% 65% 60%","70","65","60"
"RHC","RHC RAMSAY HEALTH CARE LIMITED 70% 65% 60%","70","65","60"
"RHCPA","RHCPA RAMSAY HEALTH CARE LIMITED 70% 65% 60%","70","65","60"
"RIC","RIC RIDLEY CORPORATION LIMITED 50% 45% 40%","50","45","40"
"RIO","RIO RIO TINTO LIMITED 80% 75% 70%","80","75","70"
"RMD","RMD RESMED INC 70% 65% 60%","70","65","60"
"RMS","RMS RAMELIUS RESOURCES LIMITED 40% 35% 30%","40","35","30"
"ROBO","ROBO GLOBAL X ROBO GLOBAL ROBOTICS & AUTOMATION ETF 65% 60% 55%","65","60","55"
"RPL","RPL REGAL PARTNERS LIMITED 40% 0% 0%","40","0","0"
"RRL","RRL REGIS RESOURCES LIMITED 55% 50% 45%","55","50","45"
"RSG","RSG RESOLUTE MINING LIMITED 40% 35% 30%","40","35","30"
"RUL","RUL RPMGLOBAL HOLDINGS LIMITED 40% 0% 0%","40","0","0"
"RWC","RWC RELIANCE WORLDWIDE CORPORATION LIMITED 60% 55% 50%","60","55","50"
"S32","S32 SOUTH32 LIMITED 75% 70% 65%","75","70","65"
"SBM","SBM ST BARBARA LIMITED 45% 40% 35%","45","40","35"
"SCG","SCG SCENTRE GROUP 70% 65% 60%","70","65","60"
"SDF","SDF STEADFAST GROUP LIMITED 70% 65% 60%","70","65","60"
"SDR","SDR SITEMINDER LIMITED 40% 0% 0%","40","0","0"
"SEC","SEC SPHERIA EMERGING COMPANIES LIMITED 65% 60% 55%","65","60","55"
"SEK","SEK SEEK LIMITED 70% 65% 60%","70","65","60"
"SEMI","SEMI GLOBAL X SEMICONDUCTOR ETF 60% 55% 50%","60","55","50"
"SFR","SFR SANDFIRE RESOURCES NL 55% 50% 45%","55","50","45"
"SFY","SFY SPDR S&P/ASX 50 FUND 80% 75% 70%","80","75","70"
"SGF","SGF SG FLEET GROUP LIMITED 45% 40% 35%","45","40","35"
"SGM","SGM SIMS METAL MANAGEMENT LIMITED 65% 60% 55%","65","60","55"
"SGP","SGP STOCKLAND 75% 70% 65%","75","70","65"
"SGR","SGR THE STAR ENTERTAINMENT GROUP LIMITED 40% 35% 30%","40","35","30"
"SHL","SHL SONIC HEALTHCARE LIMITED 75% 70% 65%","75","70","65"
"SHV","SHV SELECT HARVESTS LIMITED 45% 40% 35%","45","40","35"
"SIG","SIG SIGMA HEALTHCARE LIMITED 40% 35% 30%","40","35","30"
"SIQ","SIQ SMARTGROUP CORPORATION LTD 55% 50% 45%","55","50","45"
"SLC","SLC SUPERLOOP LIMITED 40% 35% 30%","40","35","30"
"SLF","SLF SPDR S&P/ASX 200 LISTED PROPERTY FUND 70% 65% 60%","70","65","60"
"SLR","SLR SILVER LAKE RESOURCES LIMITED 45% 40% 35%","45","40","35"
"SMR","SMR STANMORE RESOURCES LIMITED 40% 0% 0%","40","0","0"
"SOL","SOL WASHINGTON H SOUL PATTINSON & COMPANY LIMITED 65% 60% 55%","65","60","55"
"SPK","SPK SPARK NEW ZEALAND LIMITED 70% 65% 60%","70","65","60"
"SPY","SPY SPDR S&P 500 ETF TRUST 80% 75% 70%","80","75","70"
"SQ2","SQ2 BLOCK INC. 40% 35% 30%","40","35","30"
"SRV","SRV SERVCORP LIMITED 40% 0% 0%","40","0","0"
"SSM","SSM SERVICE STREAM LIMITED 45% 40% 35%","45","40","35"
"SSR","SSR SSR MINING INC. 45% 40% 35%","45","40","35"
"STO","STO SANTOS LIMITED 70% 65% 60%","70","65","60"
"STW","STW SPDR S&P/ASX 200 FUND 80% 75% 70%","80","75","70"
"SUL","SUL SUPER RETAIL GROUP LIMITED 65% 60% 55%","65","60","55"
"SUN","SUN SUNCORP GROUP LIMITED 75% 70% 65%","75","70","65"
"SUNPG","SUNPG SUNCORP GROUP LIMITED 75% 70% 65%","75","70","65"
"SUNPH","SUNPH SUNCORP GROUP LIMITED 70% 65% 60%","70","65","60"
"SUNPI","SUNPI SUNCORP GROUP LIMITED 75% 70% 65%","75","70","65"
"SVR","SVR SOLVAR LIMITED 40% 0% 0%","40","0","0"
"SVW","SVW SEVEN GROUP HOLDINGS LIMITED 60% 55% 50%","60","55","50"
"SWM","SWM SEVEN WEST MEDIA LIMITED 40% 0% 0%","40","0","0"
"SWTZ","SWTZ SWITZER DIVIDEND GROWTH FUND (MANAGED FUND) 70% 65% 60%","70","65","60"
"SXL","SXL SOUTHERN CROSS MEDIA GROUP LIMITED 40% 0% 0%","40","0","0"
"SYI","SYI SPDR MSCI AUSTRALIA SELECT HIGH DIVIDEND YIELD FUND 80% 75% 70%","80","75","70"
"SYM","SYM SYMBIO HOLDINGS LIMITED 40% 0% 0%","40","0","0"
"TAH","TAH TABCORP HOLDINGS LIMITED 65% 60% 55%","65","60","55"
"TCL","TCL TRANSURBAN GROUP 80% 75% 70%","80","75","70"
"TECH","TECH GLOBAL X MORNINGSTAR GLOBAL TECHNOLOGY ETF 65% 60% 55%","65","60","55"
"TER","TER TERRACOM LIMITED 40% 0% 0%","40","0","0"
"TLC","TLC THE LOTTERY CORPORATION LIMITED 65% 60% 55%","65","60","55"
"TLS","TLS TELSTRA CORPORATION LIMITED. 80% 75% 70%","80","75","70"
"TNE","TNE TECHNOLOGY ONE LIMITED 65% 60% 55%","65","60","55"
"TPG","TPG TPG TELECOM LIMITED 60% 55% 50%","60","55","50"
"TPW","TPW TEMPLE & WEBSTER GROUP LTD 40% 0% 0%","40","0","0"
"TRS","TRS THE REJECT SHOP LIMITED 50% 45% 40%","50","45","40"
"TWE","TWE TREASURY WINE ESTATES LIMITED 70% 65% 60%","70","65","60"
"UMAX","UMAX BETASHARES S&P 500 YIELD MAXIMISER FUND 70% 65% 60%","70","65","60"
"URNM","URNM BETASHARES GLOBAL URANIUM ETF 40% 35% 30%","40","35","30"
"URW","URW UNIBAIL-RODAMCO-WESTFIELD 40% 0% 0%","40","0","0"
"USD","USD BETASHARES U.S. DOLLAR ETF 80% 75% 70%","80","75","70"
"VAE","VAE VANGUARD FTSE ASIA EX JAPAN SHARES INDEX ETF 70% 65% 60%","70","65","60"
"VAF","VAF VANGUARD AUSTRALIAN FIXED INTEREST INDEX ETF 80% 75% 70%","80","75","70"
"VAP","VAP VANGUARD AUSTRALIAN PROPERTY SECURITIES INDEX ETF 75% 70% 65%","75","70","65"
"VAS","VAS VANGUARD AUSTRALIAN SHARES INDEX ETF 80% 75% 70%","80","75","70"
"VBLD","VBLD VANGUARD GLOBAL INFRASTRUCTURE INDEX ETF 70% 65% 60%","70","65","60"
"VBND","VBND VANGUARD GLOBAL AGGREGATE BOND INDEX (HEDGED) ETF 75% 70% 65%","75","70","65"
"VCX","VCX VICINITY CENTRES 65% 60% 55%","65","60","55"
"VDGR","VDGR VANGUARD DIVERSIFIED GROWTH INDEX ETF 65% 60% 55%","65","60","55"
"VDHG","VDHG VANGUARD DIVERSIFIED HIGH GROWTH INDEX ETF 70% 65% 60%","70","65","60"
"VEA","VEA VIVA ENERGY GROUP LIMITED 65% 60% 55%","65","60","55"
"VEQ","VEQ VANGUARD FTSE EUROPE SHARES ETF 70% 65% 60%","70","65","60"
"VESG","VESG VANGUARD ETHICALLY CONSCIOUS INTERNATIONAL SHARES INDEX ETF 75% 70% 65%","75","70","65"
"VEU","VEU VANGUARD ALL-WORLD EX-US SHARES INDEX ETF 70% 65% 60%","70","65","60"
"VG1","VG1 VGI PARTNERS GLOBAL INVESTMENT LIMITED 65% 60% 55%","65","60","55"
"VGAD","VGAD VANGUARD MSCI INDEX INTERNATIONAL SHARES (HEDGED) ETF 75% 70% 65%","75","70","65"
"VGB","VGB VANGUARD AUSTRALIAN GOVERNMENT BOND INDEX ETF 80% 75% 70%","80","75","70"
"VGE","VGE VANGUARD FTSE EMERGING MARKETS SHARES ETF 65% 60% 55%","65","60","55"
"VGS","VGS VANGUARD MSCI INDEX INTERNATIONAL SHARES ETF 80% 75% 70%","80","75","70"
"VHY","VHY VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF 80% 75% 70%","80","75","70"
"VIF","VIF VANGUARD INTERNATIONAL FIXED INTEREST INDEX (HEDGED) ETF 70% 65% 60%","70","65","60"
"VISM","VISM VANGUARD MSCI INTERNATIONAL SMALL COMPANIES INDEX ETF 65% 60% 55%","65","60","55"
"VLC","VLC VANGUARD MSCI AUSTRALIAN LARGE COMPANIES INDEX ETF 80% 75% 70%","80","75","70"
"VNT","VNT VENTIA SERVICES GROUP LIMITED 45% 40% 35%","45","40","35"
"VSO","VSO VANGUARD MSCI AUSTRALIAN SMALL COMPANIES INDEX ETF 70% 65% 60%","70","65","60"
"VTS","VTS VANGUARD US TOTAL MARKET SHARES INDEX ETF 75% 70% 65%","75","70","65"
"VUK","VUK VIRGIN MONEY UK PLC 50% 45% 40%","50","45","40"
"VVLU","VVLU VANGUARD GLOBAL VALUE EQUITY ACTIVE ETF 70% 65% 60%","70","65","60"
"WAF","WAF WEST AFRICAN RESOURCES LIMITED 40% 35% 30%","40","35","30"
"WAM","WAM WAM CAPITAL LIMITED 65% 60% 55%","65","60","55"
"WAR","WAR WAM STRATEGIC VALUE LIMITED 55% 50% 45%","55","50","45"
"WAX","WAX WAM RESEARCH LIMITED 45% 40% 35%","45","40","35"
"WBC","WBC WESTPAC BANKING CORPORATION 80% 75% 70%","80","75","70"
"WBCPH","WBCPH WESTPAC BANKING CORPORATION 80% 75% 70%","80","75","70"
"WBCPI","WBCPI WESTPAC BANKING CORPORATION 80% 75% 70%","80","75","70"
"WBCPJ","WBCPJ WESTPAC BANKING CORPORATION 80% 75% 70%","80","75","70"
"WBCPK","WBCPK WESTPAC BANKING CORPORATION 80% 75% 70%","80","75","70"
"WBCPL","WBCPL WESTPAC BANKING CORPORATION 80% 75% 70%","80","75","70"
"WDIV","WDIV SPDR S&P GLOBAL DIVIDEND FUND 70% 65% 60%","70","65","60"
"WDMF","WDMF ISHARES EDGE MSCI WORLD MULTIFACTOR ETF 70% 65% 60%","70","65","60"
"WDS","WDS WOODSIDE ENERGY GROUP LTD 75% 70% 65%","75","70","65"
"WEB","WEB WEBJET LTD 60% 55% 50%","60","55","50"
"WES","WES WESFARMERS LIMITED 80% 75% 70%","80","75","70"
"WGB","WGB WAM GLOBAL LIMITED 65% 60% 55%","65","60","55"
"WGN","WGN WAGNERS HOLDING COMPANY LIMITED 40% 0% 0%","40","0","0"
"WGX","WGX WESTGOLD RESOURCES LIMITED 40% 35% 30%","40","35","30"
"WHC","WHC WHITEHAVEN COAL LIMITED 55% 50% 45%","55","50","45"
"WHF","WHF WHITEFIELD INDUSTRIALS LIMITED 65% 60% 55%","65","60","55"
"WLE","WLE WAM LEADERS LIMITED 65% 60% 55%","65","60","55"
"WMI","WMI WAM MICROCAP LIMITED 50% 45% 40%","50","45","40"
"WOR","WOR WORLEY LIMITED 60% 55% 50%","60","55","50"
"WOW","WOW WOOLWORTHS GROUP LIMITED 80% 75% 70%","80","75","70"
"WPR","WPR WAYPOINT REIT 70% 65% 60%","70","65","60"
"WQG","WQG WCM GLOBAL GROWTH LIMITED 65% 60% 55%","65","60","55"
"WTC","WTC WISETECH GLOBAL LIMITED 55% 50% 45%","55","50","45"
"WVOL","WVOL ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY ETF 75% 70% 65%","75","70","65"
"WXHG","WXHG SPDR S&P WORLD EX AUSTRALIA (HEDGED) FUND 75% 70% 65%","75","70","65"
"WXOZ","WXOZ SPDR S&P WORLD EX AUSTRALIA FUND 70% 65% 60%","70","65","60"
"XRO","XRO XERO LIMITED 55% 50% 45%","55","50","45"
"YAL","YAL YANCOAL AUSTRALIA LIMITED 40% 35% 30%","40","35","30"
"YANK","YANK BETASHARES STRONG U.S. DOLLAR FUND (HEDGE FUND) 50% 45% 40%","50","45","40"
"YMAX","YMAX BETASHARES AUS TOP20 EQUITY YIELD MAX FUND (M FUND) 75% 70% 65%","75","70","65"
"ZYAU ","ZYAU GLOBAL X S&P/ASX 300 HIGH YIELD PLUS ETF 75% 70% 65%","75","70","65"
